word,emotion,sentiment,subjectivity,orientation,source
serpent,disgust,negative,,,emolex
serum,,positive,,,emolex
servant,trust,negative,,,emolex
serve,trust,negative,,active,emolex
servile,disgust,negative,,,emolex
servitude,,negative,strong,,emolex
set,,,,active,inquirer
set-up,,negative,strong,,opinion
setback,sadness,negative,,,emolex
setbacks,,negative,,,opinion
settle,,positive,weak,active,mpqa
settlor,fear,positive,,,emolex
sever,,negative,weak,,emolex
severance,sadness,,,,emolex
severe,,negative,weak,,opinion
severely,,negative,strong,,mpqa
severity,,negative,strong,,opinion
sewage,disgust,negative,,,emolex
sewer,disgust,,,,emolex
sewerage,disgust,negative,,,emolex
sex,anticipation,positive,,,emolex
sexy,,positive,strong,,opinion
shit,,negative,,,opinion
shabby,disgust,negative,strong,,emolex
shack,disgust,negative,,,emolex
shackle,anger,negative,,,emolex
shadow,,negative,strong,active,mpqa
shadowy,,negative,weak,,opinion
shady,fear,negative,strong,,emolex
shake,,negative,weak,active,opinion
shaking,fear,negative,,,emolex
shaky,anger,negative,weak,,emolex
shallow,,negative,weak,,opinion
sham,anger,negative,strong,,emolex
shambles,,negative,strong,,emolex
shame,disgust,negative,strong,passive,emolex
shameful,sadness,negative,strong,,emolex
shamefully,,negative,strong,,opinion
shamefulness,,negative,strong,,opinion
shameless,disgust,negative,strong,,emolex
shamelessly,,negative,strong,,opinion
shamelessness,,negative,strong,,opinion
shanghai,disgust,negative,,,emolex
shank,fear,,,,emolex
shape,,positive,,active,emolex
shapely,,positive,,,emolex
share,anticipation,positive,,,emolex
shark,,negative,strong,,emolex
sharp,,positive,weak,,opinion
sharpen,anger,,,active,emolex
sharper,,positive,,,opinion
sharpest,,positive,,,opinion
sharply,,negative,weak,,opinion
shatter,anger,negative,strong,active,emolex
shattered,sadness,negative,,,emolex
shed,,negative,,,emolex
sheer,,negative,strong,,mpqa
shell,anger,negative,,active,emolex
shelter,trust,positive,weak,,emolex
shelved,,negative,,,emolex
shemale,,negative,,,opinion
shepherd,trust,positive,,,emolex
sheriff,trust,,,,emolex
shield,,positive,weak,active,mpqa
shift,,,,active,inquirer
shimmer,,negative,strong,,opinion
shimmering,,positive,strong,,opinion
shimmeringly,,positive,strong,,opinion
shimmy,,negative,,,opinion
shine,,positive,weak,,emolex
shining,anticipation,positive,,,emolex
shiny,,positive,weak,,opinion
ship,anticipation,,,active,emolex
shipwreck,fear,negative,weak,,emolex
shirk,,negative,strong,active,opinion
shirker,,negative,strong,,opinion
shit,anger,negative,,,emolex
shiver,anger,negative,strong,passive,emolex
shock,anger,negative,strong,active,emolex
shocked,,negative,,,opinion
shocking,,negative,strong,,opinion
shockingly,surprise,negative,strong,,emolex
shoddy,anger,negative,strong,,emolex
shoot,anger,negative,,active,emolex
shooter,fear,,,,emolex
shooting,anger,negative,,,emolex
shop,,,,active,inquirer
shopkeeper,trust,,,,emolex
shoplifting,anger,negative,,,emolex
shopping,anticipation,positive,,,emolex
short-lived,,negative,weak,,opinion
shortage,anger,negative,weak,,emolex
shortchange,,negative,strong,,opinion
shortcoming,,negative,strong,,emolex
shortcomings,,negative,strong,,opinion
shorten,,,,active,inquirer
shortly,anticipation,,,,emolex
shortness,,negative,,,opinion
shortsighted,,negative,strong,,opinion
shortsightedness,,negative,strong,,opinion
shot,anger,negative,,active,emolex
should,,,weak,,mpqa
shoulder,trust,positive,,active,emolex
shout,anger,,,active,emolex
shove,anger,negative,,active,emolex
show,trust,,weak,active,emolex
showdown,,negative,weak,,opinion
showy,,negative,,,emolex
shrank,,,,passive,inquirer
shrapnel,fear,,,,emolex
shred,,negative,weak,active,mpqa
shrew,,negative,strong,,opinion
shrewd,,positive,strong,,emolex
shrewdly,,positive,strong,,mpqa
shrewdness,,positive,strong,,mpqa
shriek,anger,negative,strong,,emolex
shrill,anger,negative,strong,,emolex
shrilly,,negative,strong,,opinion
shrink,fear,negative,,passive,emolex
shrivel,,negative,strong,,opinion
shroud,sadness,negative,strong,,emolex
shrouded,,negative,strong,,opinion
shrug,,negative,weak,,opinion
shrunk,,negative,,passive,emolex
shudder,fear,negative,,passive,emolex
shun,anger,negative,strong,active,emolex
shunned,,negative,strong,,opinion
shut,,,,active,inquirer
shy,,negative,strong,passive,mpqa
shyly,,negative,strong,,mpqa
shyness,,negative,strong,,mpqa
sib,trust,,,,emolex
sick,disgust,negative,weak,passive,emolex
sicken,,negative,weak,,opinion
sickening,anger,negative,strong,,emolex
sickeningly,,negative,strong,,opinion
sickly,disgust,negative,strong,passive,emolex
sickness,disgust,negative,weak,passive,emolex
sidetrack,,negative,strong,,opinion
sidetracked,,negative,strong,,opinion
siege,,negative,weak,,opinion
sigh,,,,passive,inquirer
sight,,,,passive,inquirer
sign,,,,active,inquirer
signal,,,,active,inquirer
signals,,,weak,,mpqa
signature,trust,,,,emolex
significance,,positive,weak,,mpqa
significant,,positive,weak,,opinion
signify,anticipation,positive,weak,passive,emolex
silent,,positive,,passive,opinion
silk,,positive,,,emolex
sillily,,negative,strong,,opinion
silly,joy,negative,strong,,emolex
simmer,anger,negative,strong,,emolex
simmering,anticipation,,,,emolex
simple,,positive,weak,,mpqa
simpler,,positive,,,opinion
simplest,,positive,,,opinion
simplicity,,positive,strong,,mpqa
simplified,,positive,weak,,opinion
simplifies,,positive,,,opinion
simplify,anticipation,positive,weak,active,emolex
simplifying,,positive,,,opinion
simplistic,,negative,strong,,opinion
simplistically,,negative,strong,,opinion
simply,,,weak,,mpqa
simulate,,,,active,inquirer
sin,anger,negative,strong,,emolex
sincere,trust,positive,strong,,emolex
sincerely,,positive,strong,,opinion
sincerity,,positive,weak,,emolex
sinful,anger,negative,strong,,emolex
sinfully,,negative,strong,,opinion
sing,anticipation,positive,,active,emolex
singer,,,,active,inquirer
singly,,positive,,,emolex
singularly,surprise,,,,emolex
sinister,anger,negative,strong,,emolex
sinisterly,,negative,strong,,opinion
sink,,negative,,passive,opinion
sinking,,negative,weak,,opinion
sinner,anger,negative,,,emolex
sinning,disgust,negative,,,emolex
sir,trust,positive,,,emolex
siren,fear,negative,,,emolex
sissy,,negative,,,emolex
sisterhood,anger,positive,,,emolex
sitter,,,,passive,inquirer
situate,,,,active,inquirer
size,,,,active,inquirer
sizzle,anger,,,,emolex
skeletons,,negative,strong,,opinion
skeptic,,negative,,,opinion
skeptical,,negative,strong,,emolex
skeptically,,negative,strong,,opinion
skepticism,,negative,strong,,opinion
sketch,,,,active,inquirer
sketchy,,negative,weak,,emolex
skewed,anger,negative,,,emolex
ski,,,,active,inquirer
skid,anger,negative,,,emolex
skill,,positive,weak,,opinion
skilled,,positive,weak,,emolex
skillful,trust,positive,strong,,emolex
skillfully,,positive,strong,,opinion
skimpy,,negative,weak,,opinion
skin,,,,active,inquirer
skinny,,negative,,,opinion
skip,,negative,,,emolex
skirmish,anger,negative,,,emolex
skittish,,negative,strong,,opinion
skittishly,,negative,strong,,opinion
skulk,,negative,strong,,opinion
sky,,positive,,,emolex
skyrocketing,,negative,weak,,mpqa
slack,,negative,weak,,emolex
slag,,negative,,,emolex
slam,anger,negative,,active,emolex
slammin,,positive,,,opinion
slander,anger,negative,strong,active,emolex
slanderer,,negative,strong,active,opinion
slanderous,,negative,strong,,emolex
slanderously,,negative,strong,,opinion
slanders,,negative,strong,,opinion
slap,anger,negative,strong,active,emolex
slash,anger,,,active,emolex
slashing,,negative,strong,,opinion
slate,,positive,,,emolex
slaughter,anger,negative,weak,active,emolex
slaughtered,,negative,weak,,opinion
slaughterhouse,anger,negative,,,emolex
slaughtering,anger,negative,,,emolex
slave,anger,negative,,active,emolex
slavery,anger,negative,,,emolex
slaves,,negative,strong,,opinion
slay,anger,negative,,,emolex
slayer,anger,negative,,active,emolex
sleazy,,negative,strong,,opinion
sleek,,positive,weak,,emolex
sleep,,,,passive,inquirer
sleepy,,,weak,,mpqa
sleet,,negative,,,emolex
slender,,positive,weak,,emolex
slept,,,,passive,inquirer
slice,,,,active,inquirer
slick,,positive,,,opinion
slide,,,,passive,inquirer
slight,,negative,weak,active,mpqa
slightly,,negative,weak,,mpqa
slim,,positive,weak,,emolex
slime,disgust,negative,strong,,emolex
slimy,disgust,negative,,,emolex
slink,,negative,,,emolex
slip,surprise,negative,,passive,emolex
slog,,negative,,,opinion
slogged,,negative,,,opinion
slogging,,negative,,,opinion
slogs,,negative,,,opinion
sloooooooooooooow,,negative,,,opinion
sloooow,,negative,,,opinion
slooow,,negative,,,opinion
sloow,,negative,,,opinion
slop,disgust,negative,,,emolex
sloppily,,negative,strong,,opinion
sloppy,disgust,negative,strong,,emolex
sloth,disgust,negative,strong,,emolex
slothful,,negative,strong,,opinion
slouch,,negative,,,emolex
slough,,negative,,,emolex
slow,,negative,weak,,opinion
slow-moving,,negative,weak,,opinion
slowed,,negative,,,opinion
slower,,negative,,,opinion
slowest,,negative,,,opinion
slowly,,negative,weak,,opinion
slowness,,negative,,,emolex
sloww,,negative,,,opinion
slowww,,negative,,,opinion
slowwww,,negative,,,opinion
sludge,disgust,negative,,,emolex
slug,disgust,negative,weak,,emolex
sluggish,sadness,negative,weak,,emolex
slum,disgust,negative,,,emolex
slump,sadness,negative,weak,passive,emolex
slumping,,negative,,,opinion
slumpping,,negative,,,opinion
slur,anger,negative,strong,,emolex
slush,disgust,negative,,,emolex
slut,anger,negative,,,emolex
sluts,,negative,,,opinion
sly,anger,negative,strong,,emolex
smack,anger,negative,strong,active,emolex
small,,negative,,,emolex
smallish,,negative,,,opinion
smart,,positive,strong,,opinion
smarter,,positive,strong,,opinion
smartest,,positive,strong,,opinion
smartly,,positive,strong,,opinion
smash,anger,negative,weak,active,emolex
smashed,,negative,,,emolex
smattering,,negative,,,emolex
smear,,negative,weak,active,opinion
smell,anger,negative,,passive,emolex
smelled,,negative,,,opinion
smelling,disgust,negative,weak,,emolex
smells,,negative,,,opinion
smelly,,negative,,,opinion
smelt,,negative,,,opinion
smile,joy,positive,strong,passive,emolex
smiles,,positive,,,opinion
smiling,joy,positive,strong,,emolex
smilingly,,positive,strong,,opinion
smirk,,negative,,,emolex
smite,anger,negative,,,emolex
smith,trust,,,,emolex
smitten,,positive,strong,passive,emolex
smoke,,negative,,,opinion
smoker,,negative,,,emolex
smokescreen,,negative,strong,,opinion
smolder,,negative,strong,,opinion
smoldering,,negative,strong,,opinion
smooth,,positive,weak,active,opinion
smoother,,positive,,,opinion
smoothes,,positive,,,opinion
smoothest,,positive,,,opinion
smoothly,,positive,,,opinion
smoothness,,positive,,,emolex
smother,anger,negative,strong,active,emolex
smoulder,,negative,strong,,opinion
smouldering,,negative,strong,,opinion
smudge,,negative,,,emolex
smudged,,negative,,,opinion
smudges,,negative,,,opinion
smudging,,negative,,,opinion
smug,,negative,strong,,emolex
smuggle,fear,negative,,active,emolex
smuggler,anger,negative,,,emolex
smuggling,,negative,,,emolex
smugly,,negative,strong,,opinion
smut,disgust,negative,strong,,emolex
smuttier,,negative,strong,,opinion
smuttiest,,negative,strong,,opinion
smutty,,negative,strong,,opinion
snag,surprise,negative,,,emolex
snagged,,negative,,,opinion
snagging,,negative,,,opinion
snags,,negative,,,emolex
snake,disgust,negative,,,emolex
snap,,,,active,inquirer
snappish,,negative,,,opinion
snappishly,,negative,,,opinion
snappy,,positive,,,opinion
snare,fear,negative,weak,,emolex
snarky,,negative,,,opinion
snarl,anger,negative,weak,,emolex
snarling,anger,negative,,,emolex
snatch,,negative,weak,active,mpqa
snazzy,,positive,,,opinion
sneak,anger,negative,weak,active,emolex
sneakily,,negative,weak,,opinion
sneaking,anticipation,negative,,,emolex
sneaky,,negative,weak,,opinion
sneer,anger,negative,strong,active,emolex
sneering,,negative,strong,,opinion
sneeringly,,negative,strong,,opinion
sneeze,disgust,negative,,,emolex
snicker,,positive,,,emolex
snide,,negative,,,emolex
snob,,negative,,,emolex
snobbish,,negative,,,opinion
snobby,,negative,,,opinion
snobish,,negative,,,opinion
snobs,,negative,,,opinion
snore,,,,active,inquirer
snort,sadness,,,,emolex
snow,,,,passive,inquirer
snub,,negative,strong,,opinion
so,,,weak,,mpqa
so-cal,,negative,strong,,opinion
so-called,,negative,strong,,mpqa
soak,,negative,,,emolex
soapy,,negative,,,opinion
sob,sadness,negative,strong,active,emolex
sober,,negative,strong,,opinion
sobering,,negative,strong,,opinion
sobriety,trust,positive,,,emolex
sociable,,positive,strong,,emolex
socialism,disgust,,,,emolex
socialist,anger,negative,,,emolex
soft,,positive,,passive,opinion
soft-spoken,,positive,weak,,mpqa
soften,,positive,strong,,mpqa
softer,,positive,,,opinion
softness,,positive,,,inquirer
soil,disgust,negative,,,emolex
soiled,disgust,negative,,,emolex
solace,,positive,strong,,emolex
sold,,,,active,inquirer
soldier,anger,positive,,,emolex
solemn,,negative,weak,,opinion
solicitous,,positive,strong,,opinion
solicitously,,positive,strong,,opinion
solicitude,,negative,strong,,opinion
solid,,positive,weak,,emolex
solidarity,trust,positive,strong,,emolex
solidity,trust,positive,,,emolex
soliloquize,,,strong,,mpqa
solution,,positive,,,emolex
solve,,,,active,inquirer
solvency,,positive,,,emolex
somatic,surprise,negative,,,emolex
somber,sadness,negative,strong,,emolex
sonar,anticipation,positive,,,emolex
sonata,,positive,,,emolex
sonnet,joy,positive,,,emolex
sonorous,joy,positive,,,emolex
soot,disgust,negative,,,emolex
soothe,,positive,strong,active,emolex
soothing,joy,positive,,,emolex
soothingly,,positive,strong,,opinion
sophisticated,,positive,strong,,opinion
sorcery,anticipation,negative,,,emolex
sordid,anger,negative,,,emolex
sore,anger,negative,strong,,emolex
sorely,sadness,negative,strong,,emolex
soreness,disgust,negative,weak,,emolex
sorrow,fear,negative,strong,passive,emolex
sorrowful,sadness,negative,strong,,emolex
sorrowfully,,negative,strong,,opinion
sorry,,negative,strong,passive,opinion
sort,,,,active,inquirer
sorter,,positive,,,emolex
sortie,fear,negative,,,emolex
sought,,positive,,,inquirer
soulful,,positive,,,opinion
soulless,disgust,negative,,,emolex
soulmate,fear,negative,,,emolex
sound,,positive,weak,passive,mpqa
sounding,,negative,weak,,mpqa
soundly,,positive,,,opinion
soundness,anticipation,positive,weak,,emolex
soup,,positive,,,emolex
sour,disgust,negative,weak,,emolex
sourly,,negative,weak,,opinion
sovereign,trust,,,,emolex
sovereignty,,,weak,,mpqa
spa,anticipation,positive,,,emolex
spacious,,positive,weak,,emolex
spade,,negative,strong,,opinion
spaniel,joy,positive,,,emolex
spank,anger,negative,strong,active,emolex
spanking,anger,,,,emolex
spare,,positive,weak,,mpqa
sparing,,positive,weak,,mpqa
sparingly,,positive,weak,,mpqa
sparkle,anticipation,positive,strong,passive,emolex
sparkling,,positive,weak,,opinion
spasm,fear,negative,,,emolex
spat,anger,negative,,,emolex
speak,,,,active,inquirer
speaker,,,,active,inquirer
spear,anger,negative,,active,emolex
special,joy,positive,weak,,emolex
specialist,trust,,,,emolex
specialize,trust,,,,emolex
specie,,positive,,,emolex
specific,,,weak,,mpqa
specifically,,,weak,,mpqa
specify,,,,active,inquirer
speck,disgust,negative,,,emolex
spectacle,,negative,,,emolex
spectacular,anticipation,positive,strong,,emolex
spectacularly,,positive,strong,,opinion
spectator,,,,passive,inquirer
specter,fear,negative,,,emolex
spectral,,negative,,,emolex
speculate,,,weak,,mpqa
speculation,fear,negative,weak,,emolex
speculative,anticipation,,,,emolex
speech,,positive,,,emolex
speechless,,,,passive,inquirer
speed,,,,active,inquirer
speedily,,positive,,,opinion
speedy,,positive,weak,,emolex
spellbind,,positive,strong,,opinion
spellbinding,,positive,strong,,opinion
spellbindingly,,positive,strong,,opinion
spellbound,,positive,strong,,opinion
spelling,,positive,,,emolex
spend,,,,active,inquirer
spendy,,negative,,,opinion
spent,,negative,,,emolex
spew,disgust,negative,,,emolex
spewed,,negative,,,opinion
spewing,,negative,,,opinion
spews,,negative,,,opinion
spice,,positive,,,emolex
spider,disgust,,,,emolex
spike,fear,,,,emolex
spill,,,,active,inquirer
spilling,,negative,strong,,opinion
spine,anger,negative,,,emolex
spinster,fear,negative,weak,,emolex
spirit,,positive,weak,,emolex
spirited,,positive,weak,,opinion
spiritless,,negative,strong,,opinion
spirits,anticipation,positive,,,emolex
spiritual,,positive,strong,,opinion
spit,disgust,,,,emolex
spite,anger,negative,strong,,emolex
spiteful,anger,negative,strong,,emolex
spitefully,,negative,strong,,opinion
spitefulness,,negative,strong,,opinion
splash,surprise,,,,emolex
splatter,,negative,,,opinion
splayed-finger,,,strong,,mpqa
splendid,joy,positive,strong,,emolex
splendidly,,positive,strong,,opinion
splendor,anticipation,positive,strong,,emolex
splinter,,negative,,,emolex
split,,negative,weak,active,emolex
splitting,sadness,negative,weak,,emolex
spoil,disgust,negative,strong,,emolex
spoilage,,negative,,,opinion
spoilages,,negative,,,opinion
spoiled,,negative,,,opinion
spoiler,sadness,negative,,,emolex
spoilled,,negative,,,opinion
spoils,,negative,,,opinion
spoke,,negative,,active,emolex
spokesman,trust,,,active,emolex
sponge,,negative,,,emolex
sponsor,trust,positive,,active,emolex
spontaneous,,positive,,,opinion
spook,fear,negative,strong,,emolex
spookier,,negative,strong,,opinion
spookiest,,negative,strong,,opinion
spookily,,negative,strong,,opinion
spooky,,negative,strong,,opinion
spoon-fed,,negative,strong,,opinion
spoon-feed,,negative,strong,,opinion
spoonfed,,negative,strong,,opinion
sporadic,,negative,weak,,opinion
sporty,,positive,,,opinion
spot,,negative,weak,,mpqa
spotless,trust,positive,strong,,emolex
spotty,,negative,weak,,opinion
spouse,joy,positive,,,emolex
sprain,sadness,negative,,passive,emolex
sprang,,,,active,inquirer
sprawl,,,,passive,inquirer
spree,,negative,,,emolex
sprightly,,positive,strong,active,opinion
spring,,,,active,inquirer
sprite,fear,negative,,,emolex
spruce,,positive,,,emolex
sprung,,,,active,inquirer
spur,fear,positive,strong,,emolex
spurious,disgust,negative,strong,,emolex
spurn,,negative,strong,,opinion
sputter,,negative,strong,active,opinion
squabble,,negative,strong,,opinion
squabbling,,negative,strong,,opinion
squall,fear,negative,,,emolex
squander,,negative,strong,active,opinion
squarely,,positive,strong,,mpqa
squash,,negative,strong,,opinion
squat,,,,passive,inquirer
squatter,,negative,,,emolex
squeak,,negative,,,opinion
squeaks,,negative,,,opinion
squeaky,,negative,,,opinion
squeal,,negative,,,opinion
squealing,,negative,,,opinion
squeals,,negative,,,opinion
squeamish,disgust,negative,,,emolex
squeeze,,,,active,inquirer
squelch,anger,negative,,,emolex
squirm,disgust,negative,strong,,emolex
stab,anger,negative,weak,active,emolex
stability,,positive,weak,,opinion
stabilize,,positive,weak,active,opinion
stable,trust,positive,weak,,emolex
staccato,,positive,,,emolex
stage,,,,active,inquirer
stagger,surprise,negative,weak,passive,emolex
staggering,,negative,strong,,emolex
staggeringly,,negative,strong,,mpqa
stagnant,sadness,negative,weak,,emolex
stagnate,,negative,strong,,opinion
stagnation,,negative,strong,,opinion
staid,,negative,strong,,opinion
stain,disgust,negative,weak,passive,emolex
stainless,,positive,weak,,emolex
stains,,negative,,,opinion
stake,,negative,weak,,mpqa
stale,,negative,strong,,emolex
stalemate,anger,negative,strong,,emolex
stalk,fear,negative,,,emolex
stall,disgust,negative,,,emolex
stallion,,positive,,,emolex
stalls,,negative,,,opinion
stalwart,,positive,,,emolex
stamina,trust,positive,,,emolex
stammer,,negative,strong,active,opinion
stamp,,,,active,inquirer
stampede,,negative,weak,,opinion
stance,,,weak,,mpqa
stances,,,weak,,mpqa
stand,,positive,weak,active,mpqa
standardize,,positive,,active,inquirer
standing,,positive,,,emolex
standoff,anger,negative,,,emolex
standout,,positive,,,opinion
stands,,,weak,,mpqa
standstill,anger,negative,strong,,emolex
staple,,positive,,,inquirer
star,anticipation,positive,strong,,emolex
staring,,negative,,,emolex
stark,trust,negative,strong,,emolex
starkly,,negative,strong,,opinion
starlight,,positive,,,emolex
starry,anticipation,positive,,,emolex
stars,,positive,strong,,mpqa
start,anticipation,,,active,emolex
startle,fear,negative,strong,passive,emolex
startling,surprise,negative,strong,,emolex
startlingly,,negative,strong,,opinion
starvation,fear,negative,weak,,emolex
starve,,negative,weak,passive,opinion
starved,,negative,,,emolex
starving,,negative,,,emolex
state,,,,active,inquirer
state-of-the-art,,positive,,,opinion
stately,,positive,strong,,emolex
statement,trust,positive,,,emolex
statements,,,weak,,mpqa
static,,negative,weak,,opinion
station,,,,active,inquirer
stationary,,negative,,passive,emolex
statistical,trust,,,,emolex
statue,,positive,,,emolex
statuesque,,positive,strong,,opinion
status,,positive,,,emolex
staunch,,positive,strong,,emolex
staunchly,,positive,strong,,opinion
staunchness,,positive,strong,,opinion
stave,,negative,,,emolex
steadfast,trust,positive,strong,,emolex
steadfastly,,positive,strong,,opinion
steadfastness,,positive,strong,,opinion
steadiest,,positive,,,opinion
steadiness,,positive,weak,,opinion
steady,surprise,positive,weak,,emolex
steal,anger,negative,weak,active,emolex
stealing,disgust,negative,weak,,emolex
steals,,negative,,,opinion
stealth,surprise,,,,emolex
stealthily,surprise,,,,emolex
stealthy,anticipation,negative,,,emolex
steep,,negative,weak,,opinion
steeply,,negative,weak,,opinion
steer,,,,active,inquirer
stellar,,positive,strong,,emolex
stellarly,,positive,strong,,opinion
stem,,,,passive,inquirer
stench,,negative,strong,,opinion
step,,,,active,inquirer
stereotype,,negative,strong,,emolex
stereotyped,,negative,,,emolex
stereotypical,,negative,strong,,opinion
stereotypically,,negative,strong,,opinion
sterile,sadness,negative,,,emolex
sterility,,negative,,,emolex
sterling,anger,negative,,,emolex
stern,,negative,strong,,emolex
stew,,negative,strong,,opinion
steward,trust,positive,,,emolex
stick,,,,active,inquirer
sticky,disgust,negative,weak,,emolex
stiff,,negative,weak,,emolex
stiffness,,negative,,,emolex
stifle,,negative,strong,active,emolex
stifled,anger,negative,,,emolex
stifling,,negative,strong,,opinion
stiflingly,,negative,strong,,opinion
stigma,anger,negative,strong,,emolex
stigmatize,,negative,strong,,opinion
still,,,weak,active,mpqa
stillborn,sadness,negative,,,emolex
stillness,fear,positive,,,emolex
stimulate,,positive,weak,active,opinion
stimulates,,positive,,,opinion
stimulating,,positive,strong,,opinion
stimulation,,positive,,active,inquirer
stimulative,,positive,weak,,opinion
sting,anger,negative,strong,active,emolex
stinging,,negative,strong,,emolex
stingingly,,negative,strong,,opinion
stingy,anger,negative,,,emolex
stink,disgust,negative,strong,,emolex
stinking,disgust,negative,strong,,emolex
stinks,,negative,,,opinion
stint,fear,negative,,,emolex
stir,,,strong,,mpqa
stirring,,positive,strong,,mpqa
stirringly,,positive,strong,,opinion
stocks,,negative,,,emolex
stodgy,,negative,strong,,opinion
stole,,negative,weak,active,opinion
stolen,anger,negative,weak,,emolex
stomach,disgust,,,,emolex
stone,anger,negative,,active,emolex
stoned,,negative,,,emolex
stood,,positive,weak,active,mpqa
stooge,,negative,strong,,opinion
stooges,,negative,strong,,opinion
stools,disgust,negative,,,emolex
stop,,,,active,inquirer
stoppage,,negative,,,emolex
store,anticipation,positive,,,emolex
storm,anger,negative,weak,active,emolex
storming,anger,,,,emolex
stormy,fear,negative,weak,,emolex
straggle,,negative,weak,active,opinion
straggler,,negative,weak,,opinion
straight,,positive,weak,,mpqa
straighten,,positive,,,opinion
straightforward,trust,positive,strong,,emolex
strain,,negative,weak,active,opinion
strained,anger,negative,weak,,emolex
straining,,negative,,,opinion
straits,fear,negative,,,emolex
stranded,,negative,,,emolex
strange,,negative,strong,,opinion
strangely,,negative,strong,,opinion
stranger,fear,negative,strong,,emolex
strangest,,negative,strong,,opinion
strangle,anger,negative,weak,active,emolex
strategic,,positive,,,emolex
strategist,anticipation,positive,,,emolex
stray,,negative,,,emolex
streaky,,negative,,,opinion
streamlined,,positive,weak,,opinion
strength,trust,positive,weak,,emolex
strengthen,,positive,,active,emolex
strengthening,joy,positive,,,emolex
strenuous,,negative,weak,,opinion
stress,,negative,strong,active,emolex
stresses,,negative,,,opinion
stressful,,negative,strong,,opinion
stressfully,,negative,strong,,opinion
stretch,,,,active,inquirer
stretcher,fear,,,,emolex
stricken,sadness,negative,strong,,emolex
strict,,negative,strong,,opinion
strictly,,negative,strong,,opinion
stride,,positive,strong,,mpqa
strident,,negative,strong,,opinion
stridently,,negative,strong,,opinion
strides,,positive,weak,,mpqa
strife,anger,negative,strong,active,emolex
strike,anger,negative,weak,active,emolex
striking,,positive,strong,,emolex
strikingly,,positive,strong,,emolex
stringent,,negative,weak,,opinion
stringently,,negative,weak,,opinion
strip,sadness,negative,,active,emolex
stripe,,negative,,,emolex
stripped,anger,negative,,,emolex
strive,anticipation,,,active,emolex
striven,,,,active,inquirer
striving,,positive,strong,,opinion
stroke,fear,negative,,active,emolex
strong,,positive,weak,,opinion
stronger,,positive,,,opinion
stronger-than-expected,,,weak,,mpqa
strongest,,positive,,,opinion
strongly,,positive,,,emolex
strove,,,,active,inquirer
struck,,negative,weak,active,opinion
structural,trust,,,,emolex
structure,trust,positive,,active,emolex
struggle,anger,negative,strong,active,emolex
struggled,,negative,,,opinion
struggles,,negative,,,opinion
struggling,,negative,,,opinion
strut,,negative,strong,active,emolex
stubborn,,negative,strong,,opinion
stubbornly,,negative,strong,,opinion
stubbornness,,negative,strong,,opinion
stuck,,negative,,,opinion
stud,,positive,,,emolex
studious,,positive,strong,,mpqa
studiously,,positive,strong,,mpqa
study,,positive,,active,emolex
stuff,,,,active,inquirer
stuffed,,,weak,,mpqa
stuffy,,negative,strong,,emolex
stumble,,negative,weak,passive,emolex
stumbled,,negative,,,opinion
stumbles,,negative,,,opinion
stump,,negative,weak,,opinion
stumped,,negative,,,opinion
stumps,,negative,,,opinion
stun,,negative,weak,,opinion
stunned,fear,negative,strong,,emolex
stunning,,positive,strong,,opinion
stunningly,,positive,strong,,opinion
stunt,,negative,weak,,opinion
stunted,,negative,weak,,emolex
stupefy,,,weak,,mpqa
stupendous,,positive,strong,,opinion
stupendously,,positive,strong,,opinion
stupid,,negative,strong,,emolex
stupidest,,negative,,,opinion
stupidity,,negative,strong,,emolex
stupidly,,negative,strong,,opinion
stupified,,negative,strong,,opinion
stupify,,negative,strong,,opinion
stupor,,negative,strong,,emolex
sturdier,,positive,,,opinion
sturdy,,positive,weak,,emolex
stutter,,negative,,,opinion
stuttered,,negative,,,opinion
stuttering,,negative,,,opinion
stutters,,negative,,,opinion
sty,disgust,negative,strong,,emolex
stylish,,positive,strong,,opinion
stylishly,,positive,strong,,opinion
stylized,,positive,,,opinion
stymied,,negative,,,opinion
suave,,positive,strong,,opinion
suavely,,positive,,,opinion
sub-par,,negative,,,opinion
subdue,,negative,,active,emolex
subdued,,negative,weak,,opinion
subito,surprise,,,,emolex
subject,,negative,,,emolex
subjected,sadness,negative,weak,,emolex
subjection,,negative,weak,,emolex
subjugate,,negative,strong,passive,opinion
subjugation,anger,negative,strong,,emolex
sublimation,joy,positive,,,emolex
sublime,,positive,strong,,opinion
submissive,,negative,weak,,opinion
submit,anticipation,,,passive,emolex
subordinate,fear,negative,weak,passive,emolex
subpoena,,negative,,,emolex
subpoenas,,negative,,,opinion
subscribe,anticipation,positive,weak,active,emolex
subscription,,positive,,,inquirer
subservience,,negative,strong,,opinion
subservient,,negative,strong,,opinion
subside,,negative,weak,active,mpqa
subsidence,sadness,negative,,,emolex
subsidize,,positive,,active,opinion
subsidized,,positive,,,opinion
subsidizes,,positive,,,opinion
subsidizing,,positive,,,opinion
subsidy,anger,negative,,,emolex
subsist,,negative,,active,emolex
subsistence,,positive,,,inquirer
substance,,positive,,,emolex
substandard,,negative,weak,,opinion
substantial,,positive,weak,,mpqa
substantially,,positive,weak,,mpqa
substantiate,trust,positive,,active,emolex
substantive,,positive,weak,,emolex
subtle,,positive,weak,,mpqa
subtract,,negative,weak,active,emolex
subversion,anger,negative,weak,,emolex
subversive,anger,negative,weak,,emolex
